id,title,verdict,reason,has_photo,is_historic,step_count,ingredient_count,abv_present,glass_present
cck_22d5d8f3374a945d3869d7,Junkins Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,1,0,0,0
cck_22e7f12c960568774f8c55,Tequila Sunrise,KEEP,,1,0,4,3,0,1
cck_22f4b37ef45b801ee07f78,Cucumber Lavender Spritz,KEEP,,0,0,4,5,1,1
cck_22fdfb9a92e41138855cda,Gin and Wormwood,KEEP,,0,1,2,1,1,1
cck_230e3e84224ef59dcbf16b,Amaretto Sweet & Sour,KEEP,,1,0,4,4,0,1
cck_230ea2734dc29125ddddd5,Happy Thought,KEEP,,0,1,6,0,1,1
cck_230f0cf1957aaa86c0dd72,Anise drinks,FIX,abv_missing;glass_type_field_missing,1,0,4,3,0,1
cck_232100cb31abc23cdec383,The Red Hour,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,10,0,1
cck_2325e7079eb5d8c474e632,Mango Mojito,KEEP,,1,0,6,7,1,1
cck_233c3986493c03abeed677,Tip-Top Bracer,KEEP,,0,1,5,0,1,1
cck_234103bfcd02ac496a8f44,Cranberry Cordial,KEEP,,1,0,5,3,0,1
cck_234846395ba93394750e9b,Egg Milk Punch,DELETE,all_undefined_ingredients,0,1,8,4,1,1
cck_235ebe1ec0c079f46fbda0,Whisky Smash (Modern Spec),KEEP,,0,0,4,5,1,1
cck_2366d7d06ef471dcfb276c,Chicha de jora,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_23719cb3ec4448c03e4971,Blood Orange Spritz,FIX,abv_missing;glass_type_field_missing,1,0,4,5,0,1
cck_237710bc89a306b63b71ef,Soda and Syrup,DELETE,abv_without_alcohol,0,1,1,1,1,1
cck_2378c3ccc2b37bc69fb6e7,Kirk-a-kola,FIX,abv_missing;glass_type_field_missing,1,0,4,6,0,1
cck_2385d558205f6159cc3097,Frank's Cocktail,KEEP,,0,1,2,4,1,1
cck_239659a90cf39b220ba6ca,Vermouth Cocktail,KEEP,,0,1,2,2,1,1
cck_23998932d38e192c37dafc,Jim Lee Cocktail,KEEP,,0,1,6,0,1,1
cck_239bb4bb708707509bd0e5,Brandy and Gum,KEEP,,0,1,2,1,1,1
cck_23a4d2d04d7e495d623825,Old-Fashioned Whisky Cocktail,FIX,abv_missing;method_field_missing,0,1,1,0,0,1
cck_23acc9f2e5f46313a97aaa,Medford Rum Smash,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_23b93e6117c5396324bddf,"Mamie Taylor, Southern Style",KEEP,,0,1,10,0,1,1
cck_23c774779bbb9b3b848f1a,Widow's Kiss,KEEP,,1,1,2,0,0,1
cck_23daac83527c402d3d17ab,Claret punch pour 12 personnes,KEEP,,0,1,3,4,1,1
cck_23e7b13534f60c9ffa7f2b,Planter's Cocktail,DELETE,no_instructions,0,1,0,0,0,0
cck_23e967c8799b676d655854,Fancy Whiskey Smash,FIX,abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_2406470307879304f68d3b,Frank's Cordial,KEEP,,0,1,3,2,1,1
cck_2426a95e9e23b776e81079,Brandy Sangaree,KEEP,,0,1,1,3,1,1
cck_24385b43ad9cfcc94ff52c,Zaza Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_2449de646f647e3c5b088b,Dry Martini Cocktail,KEEP,,0,1,2,2,1,1
cck_24662a9711795ae3650a1e,Mjøndøling,DELETE,single_ing_no_measure,0,0,4,1,0,1
cck_2469eb8549968a37de767c,Brooklyn (cocktail),KEEP,,0,0,1,5,1,1
cck_2492ee67c47da8261363d2,Sherry Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_2498181f62a0db34f2d4bf,Gin Julep,KEEP,,0,1,3,2,1,1
cck_24a8f1295cee30475b3f56,Jägerbomb,FIX,abv_missing;glass_type_field_missing,1,0,4,4,0,1
cck_24b58156a8bae64f098902,Brooklyn,KEEP,,1,0,2,5,1,1
cck_24b6122afe1efdad98fd0f,Pacific Union Club Punch,KEEP,,0,1,5,5,1,1
cck_24d90a1aa6c21516a28a00,Champagne Pick-me-Up,KEEP,,0,1,2,3,1,1
cck_24db5ae5d1bdcda4f70d4e,"Claret Punch, Hot",KEEP,,0,1,4,0,1,1
cck_24e5efef3ef6a1d958ffa0,Parisian,FIX,abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_24edad3a41526da6ad0789,"Buttered Ruivi, Hot",KEEP,,0,1,1,1,1,1
cck_24ef8b45e8209cec6a6dc8,Fernet and Coke,FIX,abv_missing;glass_type_field_missing,1,0,4,3,0,1
cck_25109eac79fc15c4cc0d97,Hawaii Cooler,KEEP,,0,1,3,0,1,1
cck_25212e7a3d2e7a82e0cc7b,Baltimore Egg Nogg,KEEP,,1,1,6,1,1,1
cck_257d4fa676ebcdb752c0c9,Twentieth Century,KEEP,,0,1,7,0,1,1
cck_2588fc10e43fc8992326e3,Rice wine,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_25917b11cb50584a2486d5,Sauterne Cobbler,KEEP,,0,1,4,2,1,1
cck_259875b73b4fdab3d131e6,Caipirinha,KEEP,,1,0,2,3,1,1
cck_2598b00afda5c0bbd2c146,Pat's Cocktail,FIX,vague_one_sentence;abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_259a45e6c23303f3886f23,St. Croix Crusta,FIX,abv_missing;glass_type_field_missing;method_field_missing,0,1,1,0,0,1
cck_25abab34fd6dd2b7bd1519,All Right Cocktail,DELETE,all_undefined_ingredients,1,1,6,3,1,1
cck_25b7874bff4e8d036dad1d,Coquito,FIX,abv_missing;no_image_modern,0,0,3,7,0,1
cck_25f733857d67edd36feb43,English Rose Cocktail,KEEP,,1,0,3,6,1,1
cck_25f7c6aa0eba588f173b86,Montana Cocktail,KEEP,,0,1,2,0,0,1
