id,title,verdict,reason,has_photo,is_historic,step_count,ingredient_count,abv_present,glass_present
cck_11df20249bfea957f17497,St. Charles Punch,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_11e4e0ab8f21d39b7e3d25,Union Cocktail,KEEP,,0,1,3,3,1,1
cck_11ec447dafa8e62780d999,Cloister (cocktail),KEEP,,0,0,2,5,1,1
cck_11fa86357dbed91e6ddff5,Claret Cup (English Style),KEEP,,0,1,2,6,1,1
cck_11fee46a1e408738e30044,Gin High-ball,KEEP,,0,1,1,0,0,1
cck_1210ee43825e5a86d65a7b,Kohama style,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_1245f1c1e4a2d242b62c9d,Brave Bull,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,2,0,1
cck_124cd861ad993788bd93d7,Brandy Daisy,KEEP,,0,1,3,2,1,1
cck_124d5f690861d4ec780d6a,Burgundy Cup,KEEP,,0,1,12,0,1,1
cck_12578402ed7b9fe07fe274,Black and tan,DELETE,single_ing_no_measure,0,0,5,1,0,1
cck_12672d0ee602fb1c55c1f2,Vodka Martini,KEEP,,1,0,1,3,1,1
cck_12764b23cd07a63c389cdc,Gin Punch (Modern),KEEP,,0,0,3,4,1,1
cck_12899f82974a478347d04d,Honey deuce,KEEP,,0,0,3,3,1,1
cck_12902972b40f4f252b1cd4,Modern Cocktail,KEEP,,0,1,1,0,0,1
cck_12a29c36f60b1abb23bc6e,Polish wine,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_12b4bc13ea36a6237f952a,Raksi,FIX,abv_missing;no_spirit_in_ings,1,0,3,1,0,1
cck_12c39102b21c909213d956,Rosé Spritz,KEEP,,0,0,3,3,1,1
cck_12c8dc2d14de8fc6c8b2e5,Tom Collins,DELETE,all_undefined_ingredients,1,1,1,1,0,1
cck_12cd7c9affe5c3e9c42806,Buckfast Tonic Wine,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_12d06169ac78482202741a,Alabazam,KEEP,,0,1,4,3,1,1
cck_12dcf0a4d6c4c0b3d00df2,Watermelon Margarita,KEEP,,0,0,3,4,1,1
cck_12e331cc3e172032ccbf3c,Cider Punch,KEEP,,0,1,3,4,1,1
cck_12f4bd02ff333cca2122ff,Ritz Sidecar,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,3,0,1
cck_12f853c59e903367f49ccb,Rock and Rye,KEEP,,0,1,1,1,1,1
cck_12fb8e60b5f5e4d4762320,Soda Cocktail,KEEP,,1,1,2,3,0,1
cck_130cc1f7d827b063a4d728,Rum Eggnog,KEEP,,0,1,5,0,1,1
cck_13181802e9a1ec5534e1d6,Beadlestone Cocktail,KEEP,,0,1,3,0,1,1
cck_1332d6e35760721517975b,Pumpkin Spice Old Fashioned,KEEP,,0,0,3,3,1,1
cck_13523b051181222c382fe6,Brandy Daisy,KEEP,,1,1,1,0,0,1
cck_1358f542162fcb63b06465,Highball,KEEP,,0,1,2,2,1,1
cck_135b3eea29d1c4267bc05a,Horse's Neck,KEEP,,1,0,4,4,1,1
cck_135d9cded1b01c075defb5,Golden Fizz,FIX,vague_one_sentence;abv_missing;glass_type_field_missing;method_field_missing,0,1,1,0,0,0
cck_1375b542cc382cd8095cc8,Cherbet Mazhar (Algerian Flower Water Drink),FIX,abv_missing;no_image_modern;no_spirit_in_ings;glass_type_field_missing;method_field_missing,0,0,9,5,0,1
cck_137bb1672f14294e6f6e65,Brandy Sling,DELETE,all_undefined_ingredients,0,1,6,3,1,1
cck_138653b803929fcf90c343,Duhh orange,KEEP,,0,1,1,1,1,1
cck_138aa5863e8a9de103ccac,Aperol Frozen Spritz,KEEP,,0,0,3,3,1,1
cck_139420301e0fc60b2935ea,Eye Opener,KEEP,,0,1,2,5,1,1
cck_13b120d11853148f48502a,Marquette Cocktail,KEEP,,0,1,6,0,1,1
cck_13caf2cced8dbee41950fc,Beals Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_13ce4fb4658ba27401009a,Old Fashioned Cocktails,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_13d8fd9fa935a63f5be0e9,"Royal .punch, .Hot",KEEP,,0,1,3,4,1,1
cck_13e17f44b391412c794109,Creole Lady,KEEP,,0,1,5,0,1,1
cck_13e4a0edc3880476a201bc,Sherry Cocktail,DELETE,all_undefined_ingredients,0,1,1,1,0,1
cck_13e5698372849a5b106032,Port Wine Punch,FIX,abv_missing;glass_type_field_missing,0,1,3,0,0,1
cck_13efaa163adae1e3852589,Smoke and Mirrors,KEEP,,0,0,3,4,1,1
cck_13f6ea9e06b0bd1c71b3de,Pegu Club Cocktail,DELETE,no_instructions;all_undefined_ingredients,1,1,0,1,0,0
cck_13fcf32a7a4cecafa1ce40,Martini (Sweet),KEEP,,0,1,1,0,0,1
cck_140534c5ad609e3d22d59f,Waldorf Punch,DELETE,all_undefined_ingredients,0,1,6,4,1,1
cck_141ae32c54cfb6f85895ba,Scheuer Cocktail,KEEP,,0,1,4,0,1,1
cck_141fb5e871c1d53e19c85e,Cobra's Fang,KEEP,,0,0,3,7,1,1
cck_14297514b0a98adac46abc,Hot Whiskey Sling,KEEP,,0,1,4,2,1,1
cck_142ac5481ca5899b0a47c2,Cider Cup,DELETE,no_instructions,1,1,0,0,0,1
cck_142ec3d24627aeb042ba55,Boulevardier (Modern Spec),KEEP,,0,0,3,3,1,1
cck_142fb2c68e394b92efc286,Jungle Bird,KEEP,,0,0,3,5,1,1
cck_144003a779d3ce9a4e0a29,Aviation No. 2,KEEP,,1,0,2,3,1,1
cck_1446bee727f7ac857f1554,Creme Yvette,FIX,abv_missing;no_image_modern,0,0,3,7,0,1
cck_1463e1484a0cc88144d945,Soda Fizz,DELETE,abv_without_alcohol,0,1,3,1,1,1
cck_146da9f1461b88dda72b9f,Cooperstown cocktail (cocktail),KEEP,,0,0,1,4,1,1
cck_146fb9654a3e83404b5606,Ford Cocktail,KEEP,,0,1,4,4,1,1
cck_147e5bb82630d136b8b9ba,Egg Nogg,KEEP,,0,1,3,4,1,1
cck_148082bb2109420911c8ab,Racquet Club Cocktail,KEEP,,0,1,3,0,1,1
cck_14a4e0eab9959b175e0f45,Hot Whiskey Sling,KEEP,,0,1,1,1,1,1
cck_14ac0896c34e4484a035bd,Claret and Champagne Cup,KEEP,,0,1,1,4,1,1
cck_14ae381ad97e4d8d437be1,Corpse Reviver,KEEP,,1,0,1,5,1,1
cck_14d51f33acdf41b5869879,Niquita,FIX,abv_missing;glass_type_field_missing,1,0,4,5,0,1
cck_14edd09a64bfff82eca4ae,Dorr Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_15059fb3c1a34838087f86,Bloody Maria,KEEP,,1,0,3,8,1,1
cck_1528952bb312077430db58,white Gilgamesh,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,2,0,1
cck_155e4b9f4fe8807539f90e,Royal Gin Fizz,KEEP,,1,0,2,5,1,1
cck_158ca2a0d6afb7c5a6d908,Princeton Cocktail,KEEP,,0,1,1,1,1,1
cck_15951d94e869edef1daa0f,CafS Parfait,DELETE,abv_without_alcohol,0,1,1,3,1,1
cck_159ad33b2a3c0a10f2bfe5,California Sherry Cobbler,KEEP,,0,1,2,2,1,1
cck_15a0c50c86a9234e3d5cf1,Yellow bird (cocktail),KEEP,,0,0,1,4,1,1
cck_16282a86fe6f2ba129f0e4,Milk Punch,KEEP,,0,1,2,2,1,1
cck_16317c193e1d4c2bb8cf5b,Raspberry Punch,KEEP,,0,1,2,2,1,1
cck_167797741609959d183567,Apple Punch,KEEP,,0,1,2,2,1,1
cck_16805f4df58aa7e856ee3c,Ve.n.to,FIX,abv_missing;no_image_modern,0,0,3,5,0,1
cck_1692cc9e9860ac72254933,Winter Paloma,KEEP,,1,0,5,5,1,1
cck_1694711f2cf0b00aba0cee,Inca Cocktail,FIX,abv_missing;method_field_missing,0,1,1,0,0,1
cck_1696b182f481f8029fe9fd,Exam's Cocktail,KEEP,,0,1,2,4,1,1
cck_16b976cd86b6ab0a07984c,White Lion,KEEP,,1,1,3,3,1,1
cck_16e973bc86d44f65f0b452,Billin Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_1731932a8cb03a58d8fbfe,Pousse Cafe,FIX,vague_one_sentence;abv_missing;glass_type_field_missing;method_field_missing,0,1,1,0,0,1
cck_1778c571add7376a81fd7e,Maximilian Affair,KEEP,,0,0,3,5,1,1
cck_17797dfc7e8e7562f53f81,ChafTeur Punch,KEEP,,0,1,1,1,1,1
cck_178146b3d2b4f1647278aa,Blue Blazer,DELETE,all_undefined_ingredients,1,1,5,2,1,1
cck_17cd3cebb865adb5b4df7f,Baraccas Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_17ceb4f41502748f9412d2,Nineteen-Twenty Pick-me-up,KEEP,,0,1,1,0,0,1
cck_17d9e6614dd839c4175924,Strawberry Fizz,KEEP,,0,1,5,0,1,1
cck_17d9fbe05e0edd1e9599b6,Black velvet (cocktail),DELETE,single_ing_no_measure,1,0,1,1,0,0
cck_17e08880850793847b0690,Paradise (cocktail),KEEP,,0,0,2,3,1,1
cck_17e3da94779a10515c6a6a,Mezcal Negroni Sbagliato,KEEP,,0,0,3,4,1,1
cck_17ff45a882d77017ebcd0f,Porter Sangaree,KEEP,,0,1,2,1,1,1
cck_180bfa8f49d63d798e722c,Club Punch,KEEP,,0,1,2,2,1,1
cck_181692e45797a4c758add4,Opera Cocktail,KEEP,,0,1,5,0,1,1
cck_1819bb408f0faff1346bbc,New Orleans Fizz,KEEP,,0,1,2,1,1,1
cck_181a7df4b3de325a838037,Heap of Comfort,KEEP,,0,1,4,2,1,1
cck_1822a8c34a4ad81e2d242b,Rum Old-fashioned,KEEP,,1,0,3,6,1,1
cck_183cd630a463c451b46d91,Daisy Fizz,KEEP,,0,1,5,0,1,1
cck_1841f26150f5bd17d31451,Hot Scotch,FIX,abv_missing;glass_type_field_missing;method_field_missing,0,1,1,0,0,1
cck_184291830a45835e36e370,Claret Punch,KEEP,,1,1,2,2,1,1
cck_184a251bfb1b6c044cf7c6,Pineapple Julep,KEEP,,0,1,8,2,1,1
cck_184dd4bb3ba4e068f9492e,Faivre's Pousse Cafe,KEEP,,0,1,5,4,1,1
cck_185d188bb1c59945975925,Stone Fence,KEEP,,0,1,10,0,1,1
cck_18659c5ab911f3ccc17deb,Morning Cocktail,KEEP,,0,1,7,1,1,1
cck_18676828e93887f1392481,Rocky Mountain Cooler,KEEP,,0,1,3,1,1,1
cck_18693fe4adc22ca0c6f0ff,Highball Mizuwari,KEEP,,0,0,4,2,1,1
cck_186cd36020e8d5a1ffcf34,Coffee-Vodka,KEEP,,1,0,8,6,0,1
cck_1884094e1c7797cfa0f5de,Port Wine Flip,FIX,abv_missing;glass_type_field_missing,0,1,3,0,0,1
cck_1887d157f19b4fdbb1c398,Claret punch,KEEP,,0,1,2,6,1,1
cck_1892588222fbc6ae571ac5,Absinthe #2,KEEP,,1,0,3,5,0,1
cck_18c63fe44d783e7e9606e1,Rosita,KEEP,,0,0,3,5,1,1
cck_18c6b0ea84be42e44fb310,Dubonnet Cocktail,KEEP,,1,0,2,4,1,1
cck_18d2b438a5cff4f50f0646,Baraccas Cocktail,KEEP,,0,1,2,0,1,1
cck_18e8bf87527734cdb04cc6,Gin Cocktail,FIX,abv_missing;glass_type_field_missing,1,1,1,0,0,1
cck_18f25ad81c62465cbc4ed6,Dean Lyder,KEEP,,0,0,3,3,1,1
cck_18ff048dd254092435451e,Almond Joy,KEEP,,1,0,1,3,1,1
cck_190e042fa15b0cde3765cf,Summer Delight,DELETE,abv_without_alcohol,0,1,1,3,1,1
cck_19196b9f1b26a75e1132c3,Philadelphia Fish-House Punch,DELETE,abv_without_alcohol,0,1,2,3,1,1
cck_191a47b9a8d0314b8cb13b,Honey Bee,KEEP,,1,0,1,3,1,1
cck_192ee0c3e25a259141f122,Zazarack Cocktail,FIX,vague_one_sentence;abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_194ad49e97e4a1922c6878,20th Century (Modern Spec),KEEP,,0,0,2,4,1,1
cck_1955b9e998751a6d33d764,Hot Rum,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,0
cck_1957c094fa9c54c68327d9,Brandy Sour,DELETE,all_undefined_ingredients,1,1,8,4,1,1
cck_1961ccf76facb5f888e394,Fuzzy navel,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,2,0,1
cck_1963684d072f0ef788541e,Cream Fizz,KEEP,,0,1,1,0,0,1
cck_19647c27bab5967be9ec71,Byrrh Wine Daisy,KEEP,,0,1,2,0,0,1
cck_19759b4d18f956d0368bb7,Holland Gin Cocktail,KEEP,,0,1,3,3,1,1
cck_198f2b2f5597f729bd254c,Amaretto Shake,KEEP,,1,0,2,3,1,1
cck_199432ce7e7ce46dbf96c0,Mole Old Fashioned,KEEP,,0,0,3,3,1,1
cck_19adb53a8ed2fa5f219ab1,Brant Cocktail,KEEP,,0,1,5,0,1,1
cck_19c452151188149081307a,Pine-Apple Punch,KEEP,,0,1,9,7,1,1
cck_19ca0a2fae6e09d284102b,Bombay Cassis,KEEP,,1,0,4,6,1,1
cck_19cd5a32e8ba94d6252368,Sea Side Cooler,DELETE,abv_without_alcohol,0,1,3,0,1,1
cck_19dd372e7bcd271cee72e2,Soul Kiss No. 3 Cocktail,KEEP,,0,1,5,0,1,1
cck_19dedcbf0e7dc29dfac24c,Aleberry,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_19f0092a2e365933684606,Fruit soju,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_19ff98791b4bfe940c4472,Matcha,DELETE,single_ing_no_measure,1,0,4,1,0,1
cck_1a0cacd8cd5b3b38718d2a,Astringent,KEEP,,0,1,3,1,1,1
cck_1a15b5f54cc968e8c7e7ae,Appetizer Cocktail,KEEP,,0,1,1,5,1,1
cck_1a199b60a027b3199b196a,Century Club Punch (for a Party of 5),DELETE,all_undefined_ingredients,0,1,6,4,1,1
cck_1a49e20c90e49c53f36d81,Glögg,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_1a54ddd32a82e91361fc9e,South Side Cocktail,FIX,abv_missing;no_image_modern;glass_type_field_missing;method_field_missing,0,0,5,4,0,1
cck_1a56f2eb3461a91edc7088,Navy Grog (Modern Spec),KEEP,,0,0,4,8,1,1
cck_1a5dde906b3461423529f1,Queen's Park Swizzle,KEEP,,0,0,3,5,1,1
cck_1a5ff522620bc73413a725,Square Meal,KEEP,,0,1,2,1,1,1
cck_1a615f77a8ac858d7c1dbf,Pony Brandy,KEEP,,0,1,1,1,1,1
cck_1a87ac312e8f31126bf82d,Whiskey Cobbler,KEEP,,0,1,5,0,1,1
cck_1aad420a2db46b08851ace,Salmoncito,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,4,0,1
cck_1ab7871c37844e92ffab46,Sea breeze (cocktail),KEEP,,0,0,2,3,1,1
cck_1aba9d6855b7808a5f03a6,Prince of Wales (cocktail),FIX,no_image_modern;glass_type_field_missing,0,0,4,5,1,1
cck_1abd2c4740d92bb41f58ca,Catawba Cobbler,FIX,abv_missing;glass_type_field_missing,1,1,2,0,0,1
cck_1ac7e096744827a3801978,Flat Liner,FIX,abv_missing;no_image_modern;glass_type_field_missing;method_field_missing,0,0,7,4,0,1
cck_1ad24075f11ae7e931cb28,Imperial Punch,KEEP,,0,1,3,4,1,1
cck_1ad4aaa14bcd4d180ce771,Gin Fizz,KEEP,,1,1,2,0,0,1
cck_1ad67606c507c9bd19b588,Liberal Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_1aebc49a63a9fffa331d2c,Flip Flap,KEEP,,0,1,3,2,1,1
cck_1b14bed330ec897bf7d77a,Jersey Cocktail,KEEP,,1,1,3,2,1,1
cck_1b28dcb32565233dcdda9d,Regent Punch,DELETE,all_undefined_ingredients,0,1,10,6,1,1
cck_1b2f0f0d18397ec54a3a13,Coffee Cocktail,KEEP,,1,1,2,0,0,1
cck_1b320c19073e3aacbd187c,Port Wine Cocktail,KEEP,,1,0,1,2,1,1
cck_1b506f921607b37730a407,kogel mogel,FIX,abv_missing;glass_type_field_missing,1,0,4,2,0,1
cck_1b5ee1276ced394a5c0b4f,Clifton Cocktail,KEEP,,0,1,5,0,1,1
cck_1b653546fe57862e75b578,Spicy Fifty,KEEP,,0,0,1,5,1,1
cck_1b73848a7865777dbfe690,Tequila Sour,KEEP,,1,0,2,5,1,1
cck_1b8015cd42ef2a55355d7e,Imperial Fizz,KEEP,,1,0,2,5,1,1
cck_1b8b4cbe1e843eb3e48e1a,Auburn Headbanger,KEEP,,1,0,4,2,0,1
cck_1b97c084d62721813aa6db,Telephone Fizz,KEEP,,0,1,6,4,1,1
cck_1ba58937be655e1639b7aa,Wonjo Bissap (Gambian Hibiscus Beverage),FIX,abv_missing;no_image_modern;glass_type_field_missing;method_field_missing,0,0,13,5,0,1
cck_1bb30c0e17a849d04f5650,Curacao Punch,FIX,abv_missing;glass_type_field_missing,1,1,2,0,0,1
cck_1bb7bfa2a00ae10b6a92fc,Brandy Flip,KEEP,,0,1,6,3,1,1
cck_1bb87fd979e402856926e8,Ruby Cocktail,KEEP,,0,1,2,5,1,1
cck_1be0c7f28324a23419191f,Good Fellow Cocktail,KEEP,,0,1,5,0,1,1
cck_1be52284d44e3dd7ad58c8,Brut Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_1beb1706789e65dd67859f,Blue bird (cocktail),KEEP,,0,0,2,3,1,1
cck_1c290dd87dfd587f5a6881,Star Cocktail,FIX,abv_missing;glass_type_field_missing,1,1,1,0,0,1
cck_1c5ea30937b234022b1e29,Casino (cocktail),KEEP,,0,0,5,4,1,1
cck_1c63238eb5b0d43eb0f9c4,"Mint Julep, Western Style",KEEP,,0,1,8,0,1,1
cck_1c803625218ad7a8d25164,Caffè Borghetti,FIX,abv_missing;no_spirit_in_ings;glass_type_field_missing,1,1,4,4,0,1
cck_1c87c1ce5e9d01fe6f7685,Remsen Cooler,DELETE,no_instructions;all_undefined_ingredients,1,1,0,1,0,1
cck_1ca8bc8d4b2bde9dcbef2f,Brandy Sling,KEEP,,0,1,4,2,1,1
cck_1caa34939071abef265c12,Blackstone Cooler,KEEP,,0,1,3,0,1,1
cck_1cc2cd3531db245564e23d,Light Guard Punch,KEEP,,0,1,3,4,1,1
cck_1cdc4dd85ccce6de91ecc6,Café com cheirinho,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_1cdea2b76e9ccdf77aec63,La Patria Punch,KEEP,,0,1,1,4,1,1
cck_1ce4506cd34aa778064784,Stengah,DELETE,single_ing_no_measure,0,0,1,1,0,1
cck_1cef4700a061a7a9b68af1,Whitecap Margarita,KEEP,,1,0,2,4,1,1
cck_1cf7cad0bbc7517971e250,Gin Fizz,KEEP,,0,1,2,4,1,1
cck_1d0d5e67de3c8aaad8bd60,Zizi Coin-coin,KEEP,,1,0,1,4,1,1
cck_1d19c18def770b718e71d1,Last Word (Modern Spec),KEEP,,0,0,2,4,1,1
cck_1d2d55b135a5cf86d8d5d7,Hasty Cocktail,KEEP,,0,1,1,0,0,1
cck_1d4617f44a1adcfb094501,Dead Rabbit Irish Coffee,KEEP,,0,0,4,4,1,1
cck_1d7522bcb21f9a05be2acf,Pineapple Sherbet,DELETE,abv_without_alcohol,0,1,2,2,1,1
cck_1d82ff235b315ebf33c99a,Herald Punch,DELETE,all_undefined_ingredients,0,1,5,2,1,1
cck_1d8d6eae81f6c1b0fa4ad7,Little Max1ne,DELETE,no_instructions,0,1,0,0,0,1
cck_1d9512d6f62abafb2a36da,Tokyo Drift,KEEP,,0,0,4,4,1,1
cck_1dbdca448b0c991161f2cb,Port Wine Cobbler,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_1dc6484b446dd7d87c08a3,Hotel Nacional Special,KEEP,,0,0,3,4,1,1
cck_1dde77b46a08cb89dc0eb4,Vanilla Punch,FIX,abv_missing;glass_type_field_missing,1,1,1,0,0,1
cck_1de60dda9719d5c701daa2,Whiskey Scotch Hot,KEEP,,0,1,5,0,1,1
cck_1dfb45add30b137e02e2a1,Par’Mach on the Beach,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,11,0,1
cck_1e1fae21ef8760cf82ebc5,Swan Cocktail,KEEP,,0,1,5,0,1,1
cck_1e240ac5ec6b94424d5322,Ruebli Fizz,KEEP,,0,1,5,0,1,1
cck_1e4176ae0709ee46f02314,Right Hand,KEEP,,0,0,3,4,1,1
cck_1e55ea4b2fee0a47315d67,Amer Pigon Pouffle,KEEP,,0,1,13,0,1,1
cck_1e5912a057efebd1e4d8b8,Agbalumo Smoothie,FIX,abv_missing;no_image_modern;glass_type_field_missing;method_field_missing,0,0,9,3,0,0
cck_1e6dd7e7cfbdd57690e3c1,Evans Shandy Gaff,FIX,abv_missing;glass_type_field_missing;method_field_missing,0,1,1,0,0,1
cck_1e6de21c3c948e1969a2e5,Little Italy,KEEP,,0,0,3,3,1,1
cck_1eafd48b5d4c9bae2b02b8,Champagne Cocktail,DELETE,all_undefined_ingredients,1,1,6,4,1,1
cck_1eb3618ec40efdb4d6b46c,Toussaint Coffee Liqueur,FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_1ebbffaadf443ba8b9f8f3,Tea Shake,KEEP,,0,1,4,0,1,1
cck_1ee0c8c8a7024b4eb06f83,Irish Whiskey Skin,KEEP,,0,1,6,3,1,1
cck_1ee163feef6141909d1304,Espresso,FIX,abv_missing;glass_type_field_missing,1,1,4,2,0,1
cck_1ef4caa6eb70cd01fbeffc,Tom and Jerry,KEEP,,1,1,9,0,1,1
cck_1ef5a5ae88da0a9e5d8982,Gunshop Fizz,KEEP,,0,0,3,6,1,1
cck_1f03109af14030574048e6,Star Cocktail,DELETE,all_undefined_ingredients,1,1,2,1,0,1
cck_1f4605aac506fde5066514,Penicillin (cocktail),KEEP,,0,0,4,5,1,1
cck_1f4e0fdc9c02918b8ad03f,Cherry Electric Lemonade,KEEP,,1,0,2,8,1,1
cck_1f4f7a93e49b3d6bc8e0d1,Regent Punch,DELETE,no_instructions,0,1,0,0,0,1
cck_1f5476e8252937496e32be,Consolidated Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_1f64660d681980868a05e2,Fish House Punch,DELETE,no_instructions,1,1,0,0,0,0
cck_1f6808fc6e1a91271079d5,Test pilot (cocktail),FIX,abv_missing;no_image_modern,0,0,3,1,0,1
cck_1fe4a43c9f23839b2d417a,Agave Negroni,KEEP,,0,0,3,3,1,1
cck_1ff1fdb40c17242784c8ee,Bourbon Sour,KEEP,,1,0,3,5,1,1
cck_20086c09dba59fb2b03688,Green Leaf Juice,FIX,abv_missing;no_image_modern;glass_type_field_missing;method_field_missing,0,0,7,5,0,0
cck_200af6116dfdbcf11c5d8e,Picon Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_201009749035b5044d8f46,Ponche de los libertadores,FIX,abv_missing;glass_type_field_missing,0,1,4,2,0,1
cck_20249c42843cc428828fdf,Rhine Wine Punch,DELETE,all_undefined_ingredients,0,1,7,6,1,1
cck_203ba23940c727b4dd2c2b,Egg Flip (No. 116),KEEP,,0,1,3,3,1,1
cck_2080c585e2b77022c4894d,Kahlúa and Milk,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,2,0,1
cck_2087e3e7d7a2f743345510,Santa Cruz Rum Punch,KEEP,,0,1,2,1,1,1
cck_208d4a14a2713ae8589d2b,American Beauty,DELETE,no_instructions,1,1,0,0,0,1
cck_209a0b3c348202520d6647,Montana Club Cocktail,FIX,abv_missing;glass_type_field_missing,0,1,2,0,0,1
cck_209b6cf3e625d9b2ffee11,Fancy Brandy Cocktail,KEEP,,0,1,3,4,1,1
cck_20a3eb267eb4b3a6d48f06,Lemon Squash,DELETE,no_instructions,0,1,0,0,0,1
cck_20a43fbd65d84decb3d5ac,Brandy Flip,FIX,abv_missing;glass_type_field_missing,1,1,1,0,0,1
cck_20aba27b23d4ae19963c5a,Bijou Cocktail,FIX,abv_missing;glass_type_field_missing,1,1,1,0,0,1
cck_20b2de40c71bf330af568a,Mull Claret,KEEP,,0,1,6,0,1,1
cck_20cc480edcc18574019d6b,El Presidente,KEEP,,0,0,3,4,1,1
cck_20d6ee60844dfffed9d351,Old Etonian (cocktail),KEEP,,0,0,1,4,1,1
cck_20dc70576924746f3f7394,Royal Fizz,KEEP,,0,1,1,1,1,1
cck_20eaaa2c0ebae788e1a683,Whiskey Cobbler,KEEP,,0,1,1,3,1,1
cck_2108a44aff81fa298f18b9,Mudslide,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,4,0,1
cck_21209e60f5b8f812be099f,Queen Charlotte,DELETE,abv_without_alcohol,0,1,2,3,1,1
cck_214b88f0e8c19f735b89c1,Gin Milk Punch,KEEP,,0,1,2,2,1,1
cck_214fffa65e93d072051852,Gideon's Green Dinosaur,KEEP,,1,0,1,6,1,1
cck_215320915c6c6f44726603,Brave Bull Shooter,KEEP,,1,0,1,2,1,1
cck_216be299172f5423cd02e7,Gin Cocktail,KEEP,,0,1,3,7,1,1
cck_2189c39526aae052de8a6f,Champagne Julep,KEEP,,0,1,2,1,1,1
cck_219bce8baa4e383ca1b1c6,Thirty-Second Regiment or Victoria Punch,KEEP,,0,1,3,5,1,1
cck_21bcc1547ce8f9e93f84b0,Pony Punch,DELETE,all_undefined_ingredients,0,1,8,6,1,1
cck_21d04906691ba223a78319,Tobie Tobias,KEEP,,0,1,5,0,1,1
cck_21d13633bc56e13b55fef8,Cleaves Delight,FIX,vague_one_sentence;abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_21d8963b82d0ed7899cf49,Irving Cocktail,KEEP,,0,1,5,0,1,1
cck_21d8ddb8e108cb053e3b5c,Ballor Cocktail,FIX,vague_one_sentence;abv_missing;glass_type_field_missing,0,1,1,0,0,1
cck_21daa663e1f56e1cf2174c,Orgasm,KEEP,,1,0,1,5,1,1
cck_21db56ebff95a4135c320d,Black Stripe,KEEP,,1,1,4,2,1,1
cck_21dffb190e71358099d3b1,Cacao Old Fashioned,KEEP,,0,0,3,3,1,1
cck_21e3482187746165cddf87,Chiliguaro,FIX,abv_missing;no_image_modern;glass_type_field_missing,0,0,4,1,0,1
cck_21e4eb351c66740dd5b0f5,Applejack Cocktail,KEEP,,0,1,4,0,1,1
cck_223574f92e460cc6c6db2b,Polar Bear,FIX,abv_missing;glass_type_field_missing,1,0,4,2,0,1
cck_224fcc488af9d11cafbbff,Morning Cocktail,KEEP,,0,1,9,0,1,1
cck_22607504bbffbceca923bc,Baltimore Egg Nogg,KEEP,,1,1,8,2,1,1
cck_22629053718b354ebf50ef,Apple Cider Old Fashioned,KEEP,,1,0,3,4,1,1
cck_2278319f323e97e2a5c17c,City Slicker,KEEP,,1,0,3,3,1,1
cck_228770c8e4a30f7a8a5bba,St. Peter Cocktail,KEEP,,0,1,4,0,1,1
cck_22ace53807613f527e7670,Hibiscus Margarita,KEEP,,0,0,3,4,1,1
cck_22b8550e6d3773fcd474ea,Gin And Calamus,FIX,abv_missing;glass_type_field_missing;method_field_missing,0,1,1,0,0,1
cck_22ba09de926d01689475b7,Claret or Champagne Cup,KEEP,,0,1,7,7,1,1
cck_22ce27c11a4925947edd81,Bull Moose Punch,DELETE,all_undefined_ingredients,0,1,8,6,1,1
cck_22ce2a33846f1391b4bedd,National Punch,KEEP,,0,1,3,3,1,1
